file,noisy_si_sdr,enhanced_si_sdr,si_sdr_improvement,speech_preservation_db,quiet_noise_reduction_db,quiet_enhanced_rms_dbfs,quiet_low_rms_dbfs,quiet_high_rms_dbfs,quiet_low_high_ratio_db,active_fraction,quiet_fraction,failure_mode
mix_0094.wav,-3.1643223762512207,9.801712036132812,12.966034412384033,-2.265822523838947,28.001770827287366,-49.0955071753201,-47.3695095879281,-62.35923920905737,14.989729621129268,0.912,0.064,ok
mix_0095.wav,-1.8323034048080444,9.16895580291748,11.001259207725525,-2.133218300934831,26.983582928472856,-46.22992431123579,-43.185395180428344,-57.41036856533921,14.224973384910873,0.88,0.128,ok
mix_0096.wav,14.419464111328125,17.606101989746094,3.1866378784179688,-0.46415165845145384,30.191137227571257,-70.14891045251564,-64.95781139904011,-94.39470534542951,29.436893946389418,0.84,0.112,ok
mix_0097.wav,4.561706066131592,13.980364799499512,9.41865873336792,-1.3008277581364358,26.361690079117732,-52.57391833420158,-46.14279989983391,-66.91702693418247,20.774227034348563,0.92,0.064,ok
mix_0098.wav,-2.086452007293701,11.448391914367676,13.534843921661377,-1.524926672519389,22.46089334266182,-44.05392722813846,-41.61388378499066,-56.4331873150328,14.81930353004213,0.84,0.112,ok
mix_0099.wav,6.203106880187988,6.810901641845703,0.6077947616577148,-3.4075482622064888,21.874784778761992,-52.66617538968017,-53.022713782760775,-57.34938787822717,4.326674095466395,0.936,0.048,ok
mix_0100.wav,5.598968505859375,14.49699878692627,8.898030281066895,-1.037053952037423,25.26230160479937,-54.48132829799066,-48.524806777402404,-64.31510522331928,15.79029844591686,0.896,0.136,ok
mix_0101.wav,13.45361614227295,16.560527801513672,3.1069116592407227,-0.6401512620244272,23.175784174683404,-59.917651765462736,-59.489111674934996,-70.62642133923566,11.137309664300673,0.848,0.136,ok
mix_0102.wav,-4.824540138244629,1.1276432275772095,5.952183365821838,-1.7714489642885725,8.939333064685071,-26.913215529467358,-22.22982335156391,-58.63287061014666,36.40304725858276,0.856,0.104,low_freq_wind
mix_0103.wav,-4.204908847808838,1.3858036994934082,5.590712547302246,-3.3532745804152593,10.171064501893758,-26.26425040229339,-22.108809552487152,-53.47915572726802,31.370346174780877,0.816,0.096,low_freq_wind
mix_0104.wav,1.163352131843567,13.391493797302246,12.22814166545868,-0.823510894575129,31.31857454813781,-53.606558793315685,-48.67887207658862,-77.30346012686735,28.624588050278724,0.816,0.176,ok
mix_0105.wav,12.226799964904785,7.522977828979492,-4.703822135925293,-3.182407064830031,21.35845207210175,-55.327508778975705,-55.160592472061666,-65.32352762924131,10.16293515717964,0.936,0.056,regression
mix_0106.wav,4.545032024383545,6.4832539558410645,1.9382219314575195,-3.3241764116236174,26.50073727057134,-50.70654981569863,-50.20247128086605,-55.31655110337442,5.114079822508382,0.968,0.04,ok
mix_0107.wav,10.682588577270508,14.06297492980957,3.3803863525390625,-0.5329547788883335,14.290364204336852,-46.474242214842604,-43.703543371156044,-60.26005613388151,16.55651276272547,0.816,0.192,ok
mix_0108.wav,7.067493438720703,11.385394096374512,4.317900657653809,-1.454583920833634,9.864824760842426,-40.373285445470316,-34.804605145353584,-58.59694363395392,23.79233848860034,0.944,0.064,ok
mix_0109.wav,6.095209121704102,15.470569610595703,9.375360488891602,-1.144114352328946,26.78971870727766,-60.972209363764776,-61.83179692527937,-66.05980282792379,4.228005902644418,0.976,0.016,ok
mix_0110.wav,-5.028979778289795,1.2819514274597168,6.310931205749512,-2.5952616330964022,13.679777039241458,-29.96593978718731,-24.39182042873172,-50.6482280530888,26.25640762435708,0.952,0.096,low_freq_wind
mix_0111.wav,-1.604844331741333,14.174474716186523,15.779319047927856,-1.2468841213908952,25.073680157295954,-45.86221570435854,-43.49102555861053,-73.7851964409713,30.294170882360774,0.824,0.176,ok
mix_0112.wav,3.9329030513763428,15.129833221435547,11.196930170059204,-0.8229675037326514,25.72799923989227,-55.11561397470074,-52.283771039569885,-64.06729248669721,11.783521447127328,0.92,0.088,ok
mix_0113.wav,13.68059253692627,15.532240867614746,1.8516483306884766,-0.810633277538908,32.96356665886112,-67.61994692320171,-64.57235961725846,-89.17819630788534,24.605836690626873,0.952,0.016,ok
mix_0114.wav,0.7014411091804504,7.222837924957275,6.521396815776825,-2.515694694809417,22.370456686391137,-46.77332417450258,-44.60003225076072,-64.94873723889359,20.348704988132873,0.704,0.296,ok
mix_0115.wav,0.1903536170721054,12.678855895996094,12.488502278923988,-1.5913560402050073,28.999287131996873,-49.99922605819335,-46.422756718727456,-69.68057492425626,23.257818205528803,0.92,0.064,ok
mix_0116.wav,4.891341686248779,16.366731643676758,11.475389957427979,-0.8281229796813367,26.484306076857976,-53.384476788002466,-49.19031609453597,-76.23951201903158,27.049195924495606,0.888,0.112,ok
mix_0117.wav,3.265902519226074,11.360482215881348,8.094579696655273,-2.068653798191359,23.318682946267376,-48.691768537416216,-44.3641357610598,-63.97024856945269,19.606112808392897,0.872,0.112,ok
mix_0118.wav,5.0956926345825195,7.022518157958984,1.9268255233764648,-3.068387329085269,25.575217696821177,-50.969901989533454,-49.935189087982785,-55.58043265320474,5.645243565221959,0.896,0.072,ok
mix_0119.wav,1.8973714113235474,12.66202163696289,10.764650225639343,-1.1122174561562927,27.78502970544416,-51.45366846808416,-49.097059760223345,-68.7311105398347,19.634050779611353,0.856,0.168,ok
mix_0120.wav,11.370809555053711,12.774933815002441,1.4041242599487305,-0.817785646468776,17.36003369781541,-53.38276408519194,-46.20771613287638,-65.85182292377594,19.644106790899556,0.872,0.168,ok
mix_0121.wav,-2.2290656566619873,3.575481414794922,5.804547071456909,-2.0659777059408184,16.388355088880505,-36.423891661843925,-29.884964707120258,-59.57795907785024,29.692994370729977,0.864,0.128,low_freq_wind
mix_0122.wav,13.855876922607422,14.487210273742676,0.6313333511352539,-1.0743224554713766,25.68314872609107,-59.98591798750955,-54.566147968486256,-65.22736476649078,10.661216798004538,0.944,0.088,ok
